lookback,split,n,n_pos,prevalence,threshold,auroc,auroc_lo,auroc_hi,auprc,auprc_lo,auprc_hi,sensitivity,sensitivity_lo,sensitivity_hi,specificity,specificity_lo,specificity_hi,ppv,ppv_lo,ppv_hi,npv,npv_lo,npv_hi
lifetime,internal_sens90,3404,1702,0.5,0.431,0.8068,0.7926,0.8208,0.769,0.75,0.7866,0.9001,0.886,0.9148,0.5682,0.5435,0.5922,0.6758,0.6629,0.6893,0.8505,0.831,0.87
lifetime,internal_sens93,3404,1702,0.5,0.3552,0.8068,0.7926,0.8208,0.769,0.75,0.7866,0.9301,0.9183,0.9424,0.5229,0.4982,0.5458,0.661,0.6493,0.6724,0.8821,0.8637,0.9014
lifetime,internal_sens95,3404,1702,0.5,0.2959,0.8068,0.7926,0.8208,0.769,0.75,0.7866,0.9501,0.9395,0.9606,0.4853,0.4618,0.51,0.6486,0.6381,0.6599,0.9067,0.8888,0.9251
