EVENT_TYPE	CATEGORY	TERM	CODE
OBS	INFECTION	Epstein-Barr virus antibody titre	1008761000000100
OBS	INFECTION	Infectious mononucleosis test	993571000000102
OBS	INFECTION	Glandular fever screening test	1029871000000102
OBS	INFECTION	CMV IgM level	1008731000000105
OBS	INFECTION	CMV (cytomegalovirus) IgG antibody level	1008741000000101
OBS	INFECTION	HIV antibody/antigen (Duo)	1014171000000103
OBS	INFECTION	HIV screening test	992781000000103
OBS	INFECTION	HIV1 antibody level	1008801000000105
OBS	INFECTION	Toxoplasma IgM antibody level	1008891000000103
OBS	INFECTION	Hepatitis E IgG level	993191000000105
OBS	INFECTION	Hepatitis E IgM level	992941000000108
OBS	INFECTION	Hepatitis C antibody level	998771000000103
OBS	INFECTION	Hepatitis C antibody test	1008931000000108
OBS	INFECTION	Hepatitis A antibody level	998761000000105
OBS	INFECTION	Hepatitis A IgM level	996021000000101
OBS	INFECTION	SH-antigen hepatitis B test	991971000000109
OBS	INFECTION	Hepatitis B surface antibody level	1014201000000102
OBS	INFECTION	Hepatitis B surface antigen level	1014211000000100
OBS	SKIN_LYMPHOPROLIFERATIVE	O/E - itchy rash	304386008
OBS	SKIN_LYMPHOPROLIFERATIVE	Complaining of itching	267105001
OBS	SKIN_LYMPHOPROLIFERATIVE	Pruritus of skin	279333002
OBS	SKIN_LYMPHOPROLIFERATIVE	Complaining of a rash	162415008
OBS	SKIN_LYMPHOPROLIFERATIVE	O/E - rash present	268911002
OBS	BONE_PAIN	Bone pain	12584003
OBS	GI_SYMPTOMS	[D]Bloating	248490000
OBS	GI_SYMPTOMS	Diarrhoea and vomiting, symptom	275297005
OBS	GI_SYMPTOMS	Gastrointestinal symptoms	267045008
OBS	GI_SYMPTOMS	Abdominal mass	271860004
OBS	IMAGING	Standard chest X-ray abnormal	168734001
OBS	IMAGING	Ultrasound scan of neck	241453007
OBS	LYMPH_NODE_PROCEDURE	Excision or biopsy of lymph node	178302008
OBS	LYMPH_NODE_PROCEDURE	Serum angiotensin converting enzyme level	999681000000101
OBS	KEY_BLOOD_TESTS	Full blood count	26604007
OBS	KEY_BLOOD_TESTS	Reticulocyte count	993441000000109
OBS	KEY_BLOOD_TESTS	Percentage reticulocyte count	1019541000000102
OBS	KEY_BLOOD_TESTS	White blood cell count	767002
OBS	KEY_BLOOD_TESTS	Differential white cell count	1015421000000106
OBS	HAEMATOLOGY_INVESTIGATIONS	Blood film microscopy	1022271000000106
OBS	HAEMATOLOGY_INVESTIGATIONS	Peripheral blood film examination	14768001
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum lactate dehydrogenase level	1000921000000108
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum beta 2 microglobulin level	999671000000103
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum protein electrophoresis	1022181000000102
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum paraprotein level	1015251000000100
OBS	HAEMATOLOGY_INVESTIGATIONS	Paraprotein profile	997111000000106
OBS	HAEMATOLOGY_INVESTIGATIONS	Kappa/lambda light chain ratio	1031701000000101
OBS	HAEMATOLOGY_INVESTIGATIONS	Kappa light chain level	1028201000000101
OBS	HAEMATOLOGY_INVESTIGATIONS	Lambda light chain level	1028021000000100
OBS	HAEMATOLOGY_INVESTIGATIONS	Urine Bence Jones protein	1015381000000102
OBS	HAEMATOLOGY_INVESTIGATIONS	Urine total protein	1003291000000105
OBS	HAEMATOLOGY_INVESTIGATIONS	Urine protein electrophoresis	1003311000000106
OBS	HAEMATOLOGY_INVESTIGATIONS	24 hour urine protein output	1016051000000101
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum protein profile	1012151000000104
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum immunofixation	1001651000000104
OBS	HAEMATOLOGY_INVESTIGATIONS	Urine immunofixation	1001661000000101
OBS	HAEMATOLOGY_INVESTIGATIONS	Immunoglobulins	997001000000108
OBS	HAEMATOLOGY_INVESTIGATIONS	Immunoglobulin G	997011000000105
OBS	HAEMATOLOGY_INVESTIGATIONS	Immunoglobulin M	997021000000104
OBS	HAEMATOLOGY_INVESTIGATIONS	Immunoglobulin A	997031000000102
OBS	HAEMATOLOGY_INVESTIGATIONS	Erythrocyte sedimentation rate	1022511000000103
OBS	HAEMATOLOGY_INVESTIGATIONS	Plasma viscosity NOS	1022501000000100
OBS	HAEMATOLOGY_INVESTIGATIONS	Plasma C reactive protein	999651000000107
OBS	HAEMATOLOGY_INVESTIGATIONS	Clotting screening test	991871000000101
OBS	HAEMATOLOGY_INVESTIGATIONS	Activated partial thromboplastin time ratio	1001421000000107
OBS	HAEMATOLOGY_INVESTIGATIONS	Partial thromboplastin time	852511000000103
OBS	HAEMATOLOGY_INVESTIGATIONS	Kaolin cephalin clotting time	1019211000000101
OBS	HAEMATOLOGY_INVESTIGATIONS	Fibrinogen level	1019301000000109
OBS	HAEMATOLOGY_INVESTIGATIONS	Derived fibrinogen level	993991000000107
OBS	HAEMATOLOGY_INVESTIGATIONS	Prothrombin time	852471000000107
OBS	HAEMATOLOGY_INVESTIGATIONS	International normalised ratio	165581004
OBS	HAEMATOLOGY_INVESTIGATIONS	Saturation of iron binding capacity	1009301000000107
OBS	HAEMATOLOGY_INVESTIGATIONS	Plasma ferritin level	992911000000107
OBS	HAEMATOLOGY_INVESTIGATIONS	Ferritin level low	165626000
OBS	HAEMATOLOGY_INVESTIGATIONS	Red blood cell folate level	993401000000106
OBS	HAEMATOLOGY_INVESTIGATIONS	B12/folate level	993171000000106
OBS	HAEMATOLOGY_INVESTIGATIONS	Pernicious anaemia	84027009
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum uric acid	1028231000000107
OBS	HAEMATOLOGY_INVESTIGATIONS	Haematology result abnormal	309194008
OBS	AUTOIMMUNE_SCREEN	Rheumatoid factor IgM level	1020741000000107
OBS	AUTOIMMUNE_SCREEN	Serum rheumatoid antigen level	993581000000100
OBS	AUTOIMMUNE_SCREEN	Rheumatoid factor screening test	994021000000106
OBS	AUTOIMMUNE_SCREEN	Serum antinuclear antibody pattern	1012931000000108
OBS	AUTOIMMUNE_SCREEN	Anti nuclear factor titre	1017871000000100
OBS	AUTOIMMUNE_SCREEN	Nuclear autoantibody screening test	1009401000000102
OBS	AUTOIMMUNE_SCREEN	Anti mitochondrial antibody titre	1017851000000109
OBS	AUTOIMMUNE_SCREEN	Serum cardiolipin IgG antibody level	1000591000000102
OBS	AUTOIMMUNE_SCREEN	Serum cardiolipin IgM antibody level	1000581000000104
OBS	AUTOIMMUNE_SCREEN	Lupus anticoagulant screening test	1016781000000105
OBS	AUTOIMMUNE_SCREEN	DNA binding autoantibodies	994681000000102
OBS	AUTOIMMUNE_SCREEN	Double stranded DNA binding autoantibody level	995851000000108
OBS	AUTOIMMUNE_SCREEN	Anti smooth muscle autoantibody	994601000000107
OBS	AUTOIMMUNE_SCREEN	Autoimmune profile	996911000000106
OBS	AUTOIMMUNE_SCREEN	Liver autoantibody level	1005501000000101
OBS	AUTOIMMUNE_SCREEN	Complement C3	996981000000104
OBS	AUTOIMMUNE_SCREEN	Complement C4	996991000000102
MED	ANTIBIOTICS	Amoxicillin 250mg capsules	39732311000001104
MED	ANTIBIOTICS	Amoxicillin 500mg capsules	39732411000001106
MED	ANTIBIOTICS	Amoxicillin 250mg/5ml oral suspension sugar free	39021911000001105
MED	ANTIBIOTICS	Co-amoxiclav 250mg/125mg tablets	39732111000001101
MED	ANTIBIOTICS	Co-amoxiclav 500mg/125mg tablets	39732211000001107
MED	ANTIBIOTICS	Flucloxacillin 250mg capsules	39692111000001101
MED	ANTIBIOTICS	Flucloxacillin 500mg capsules	39692211000001107
MED	ANTIBIOTICS	Clarithromycin 250mg tablets	41946311000001103
MED	ANTIBIOTICS	Clarithromycin 500mg tablets	41946511000001109
MED	ANTIBIOTICS	Ciprofloxacin 500mg tablets	39687811000001107
MED	ANTIBIOTICS	Ciprofloxacin 250mg tablets	39687511000001109
MED	ANTIBIOTICS	Metronidazole 400mg tablets	41952111000001102
MED	ANTIBIOTICS	Erythromycin ethyl succinate 500mg tablets	41949111000001108
MED	ANTIBIOTICS	Erythromycin 250mg gastro-resistant tablets	41948811000001108
MED	ANTIBIOTICS	Phenoxymethylpenicillin 250mg tablets	41953811000001101
MED	ANTIBIOTICS	Doxycycline 100mg capsules	41948311000001104
MED	ANTIBIOTICS	Cefalexin 500mg capsules	39694811000001102
MED	ANTIBIOTICS	Cefalexin 250mg capsules	39735311000001105
MED	ANTIBIOTICS	Cefalexin 250mg tablets	39684111000001105
MED	ANTIBIOTICS	Trimethoprim 200mg tablets	41956211000001109
MED	ANTIBIOTICS	Nitrofurantoin 50mg tablets	41953211000001102
MED	ANTIBIOTICS	Nitrofurantoin 50mg capsules	41953111000001108
MED	ANTIBIOTICS	Nitrofurantoin 100mg capsules	41952811000001109
MED	ANTIBIOTICS	Nitrofurantoin 100mg tablets	41952911000001104
MED	ANTIBIOTICS	Nitrofurantoin 100mg modified-release capsules	39108511000001108
MED	ANTIBIOTICS	Oxytetracycline 250mg tablets	41953611000001100
MED	ANTIBIOTICS	Co-fluampicil 250mg/250mg capsules	39732711000001100
MED	ANTIBIOTIC_IMMUNOCOMPROMISE	Co-trimoxazole 160mg/800mg tablets	41947311000001100
MED	ANTIVIRALS_SYSTEMIC	Aciclovir 200mg tablets	41485311000001102
MED	ANTIVIRALS_SYSTEMIC	Aciclovir 400mg tablets	41485611000001107
MED	ANTIVIRALS_SYSTEMIC	Aciclovir 800mg tablets	41485911000001101
MED	ANTIVIRALS_SYSTEMIC	Aciclovir 800mg dispersible tablets	39693911000001105
MED	ANTIFUNGALS_ORAL_SYSTEMIC	Itraconazole 100mg capsules	41789311000001106
MED	ANTIFUNGALS_ORAL_SYSTEMIC	Fluconazole 150mg capsules	41787011000001104
MED	ANTIFUNGALS_ORAL_SYSTEMIC	Nystan 100,000units/ml oral suspension	163311000001104
MED	ANTIFUNGALS_ORAL_SYSTEMIC	Nystatin 100,000units/ml oral suspension	41792811000001106
MED	CORTICOSTEROIDS_SYSTEMIC	Prednisolone 5mg gastro-resistant tablets	42087211000001107
MED	CORTICOSTEROIDS_SYSTEMIC	Prednisolone 5mg tablets	42087311000001104
MED	CORTICOSTEROIDS_SYSTEMIC	Prednisolone 2.5mg gastro-resistant tablets	42086911000001101
MED	CORTICOSTEROIDS_SYSTEMIC	Prednisolone 2.5mg tablets	28808611000001100
MED	CORTICOSTEROIDS_SYSTEMIC	Prednisolone 1mg tablets	42086811000001106
MED	IRON_SUPPLEMENTS	Ferrous sulfate 200mg tablets	41985211000001107
MED	IRON_SUPPLEMENTS	Ferrous fumarate 322mg tablets	41985011000001102
MED	IRON_SUPPLEMENTS	Ferrous fumarate 305mg capsules	41984811000001107
MED	ORAL_ULCER_INFECTION_TREATMENT	Hydrocortisone 2.5mg muco-adhesive buccal tablets	42084011000001105
MED	ORAL_ULCER_INFECTION_TREATMENT	Difflam Oral Rinse 0.15% solution	301311000001108
MED	ORAL_ULCER_INFECTION_TREATMENT	Benzydamine 0.15% oromucosal spray	42100111000001106
MED	ORAL_ULCER_INFECTION_TREATMENT	Benzydamine 0.15% mouthwash	39697011000001100
MED	TRANEXAMIC_ACID	Tranexamic acid 500mg tablets	41989811000001106
MED	ANTIHISTAMINES_PRURITUS	Loratadine 10mg tablets	42192711000001108
MED	ANTIHISTAMINES_PRURITUS	Cetirizine 10mg tablets	42186511000001101
MED	ANTIHISTAMINES_PRURITUS	Chlorphenamine 4mg tablets	39708211000001102
MED	ANTIHISTAMINES_PRURITUS	Hydroxyzine 25mg tablets	42191411000001107
MED	NSAIDS_BONE_PAIN	Ibuprofen 600mg tablets	42105311000001101
MED	NSAIDS_BONE_PAIN	Ibuprofen 800mg modified-release tablets	39110311000001101
MED	NSAIDS_BONE_PAIN	Naproxen 250mg gastro-resistant tablets	42107411000001102
MED	NSAIDS_BONE_PAIN	Naproxen 500mg gastro-resistant tablets	42107611000001104
MED	NSAIDS_BONE_PAIN	Naproxen 500mg tablets	42107811000001100
MED	NSAIDS_BONE_PAIN	Meloxicam 15mg tablets	42106611000001101
MED	ANTIEMETICS_GI	Domperidone 10mg tablets	39690811000001107
MED	ANTIEMETICS_GI	Prochlorperazine 5mg tablets	42040311000001105
MED	ANTIEMETICS_GI	Prochlorperazine 3mg buccal tablets	42040011000001107
MED	ANTIEMETICS_GI	Metoclopramide 10mg tablets	42037611000001102
MED	ALLOPURINOL_URIC_ACID	Allopurinol 100mg tablets	42099411000001101
MED	ALLOPURINOL_URIC_ACID	Allopurinol 300mg tablets	42099511000001102
OBS	BLOOD_COUNT_ABNORMALITIES	Percentage CD4 count	1008711000000102
OBS	BLOOD_COUNT_ABNORMALITIES	Percentage CD3 count	1008701000000104
OBS	BLOOD_COUNT_ABNORMALITIES	Percentage CD79B count	1004781000000100
OBS	BLOOD_COUNT_ABNORMALITIES	Percentage CD10 count	1001671000000108
OBS	BLOOD_COUNT_ABNORMALITIES	Percentage CD5 count	1004771000000102
OBS	HAEMATOLOGY_INVESTIGATIONS	Percentage lambda cells count	1004821000000108
OBS	HAEMATOLOGY_INVESTIGATIONS	Percentage kappa cells count	1004811000000102
OBS	KEY_BLOOD_TESTS	Red blood cell count	1022451000000103
OBS	KEY_BLOOD_TESTS	FBC - full blood count	1022441000000101
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum lambda light chain level	1002581000000100
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum CRP (C reactive protein) level	1001371000000100
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum kappa light chain level	1002591000000103
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum kappa:lambda light chain ratio	1000231000000100
OBS	BLOOD_COUNT_ABNORMALITIES	Iron deficiency anaemia	87522002
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum vitamin B12 level	993391000000108
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum ferritin level	993381000000106
OBS	B_SYMPTOMS	O/E - temperature normal	164300005
OBS	HAEMATOLOGY_INVESTIGATIONS	Serum folate level	993411000000108
OBS	B_SYMPTOMS	Temperature	703421000
OBS	KEY_BLOOD_TESTS	Nucleated red blood cell count	1022461000000100
OBS	HAEMATOLOGY_INVESTIGATIONS	Vitamin B12 deficiency	190634004
OBS	B_SYMPTOMS	Tympanic temperature	415974002
OBS	HAEMATOLOGY_INVESTIGATIONS	Intramuscular injection of vitamin B12	308752009
MED	NSAIDS_BONE_PAIN	Ibuprofen 400mg tablets	42104911000001104
MED	NSAIDS_BONE_PAIN	Naproxen 250mg tablets	42107511000001103
MED	NSAIDS_BONE_PAIN	Ibuprofen 5% gel	41740811000001103
MED	NSAIDS_BONE_PAIN	Ibuprofen 10% gel	41740611000001102
MED	IRON_SUPPLEMENTS	Ferrous fumarate 210mg tablets	41984711000001104
MED	IRON_SUPPLEMENTS	Folic acid 5mg tablets	42294611000001109
MED	IRON_SUPPLEMENTS	Hydroxocobalamin 1mg/1ml solution for injection ampoules	39111511000001100
OBS	BMI	Body mass index	60621009
OBS	BODY_WEIGHT	Body weight	27113001
OBS	IDEAL_BODY_WEIGHT	Ideal body weight	170804003
OBS	SYSTOLIC_BP	Systolic arterial pressure	72313002
OBS	DIASTOLIC_BP	Diastolic arterial pressure	1091811000000102
OBS	HEART_RATE	Heart rate	364075005
OBS	HEART_RATE	Pulse rate	78564009
OBS	HYPERTENSION	Raised blood pressure	24184005
