code_id,code_type,category,term,combined_score,combined_rank,code_tier,category_model_tier
843960,loinc,Lifestyle - Alcohol Use,Alcoholic drinks per day,0.02403650947855,1636.0,LOW,MEDIUM
371565,snomed,Comorbidity - Cardiovascular,Coronary atherosclerosis,0.0235813454393545,1637.0,LOW,STRONG
425818,snomed,Comorbidity - Skin / Dermatology,Lentigo,0.0219133044715818,1665.0,LOW,MEDIUM
84546,snomed,Lifestyle - Tobacco Use,Tobacco dependence syndrome,0.0216288663903531,1669.0,LOW,MEDIUM
954545,rxnorm,Medication - Other Chronic,prednisone 10 MG Oral Tablet,0.0215272629376402,1671.0,LOW,LOW
255023,snomed,Comorbidity - Respiratory / ENT,Lung field abnormal,0.0204791793797839,1689.0,LOW,MEDIUM
328462,snomed,Comorbidity - Skin / Dermatology,Seborrheic keratosis,0.0198959195070136,1697.0,LOW,MEDIUM
849123,loinc,Vital Signs / Anthropometrics,Body weight --used for drug calculation,0.0197439227163956,1698.0,LOW,MEDIUM
2646149,snomed,Vital Signs / Anthropometrics,Dosing body weight,0.0193492817458139,1703.0,LOW,MEDIUM
248196,snomed,Symptoms - General,Edema,0.0190548075706534,1706.0,LOW,MEDIUM
721,snomed,Comorbidity - Skin / Dermatology,Actinic keratosis,0.0189757340204028,1707.0,LOW,MEDIUM
259032,snomed,Comorbidity - Respiratory / ENT,Respiratory pattern,0.0179393430086981,1721.0,LOW,MEDIUM
232812,snomed,Vital Signs / Anthropometrics,Sinus rhythm,0.0169624141171026,1739.0,LOW,MEDIUM
4120678,loinc,Lifestyle - Social Determinants of Health,Do you feel physically or emotionally unsafe where you currently live,0.0160235028609554,1749.0,LOW,MEDIUM
31925,snomed,Symptoms - General,Food appetite,0.0157605128337448,1755.0,LOW,MEDIUM
4048595,snomed,Symptoms - Pain,Numeric Pain Rating Scale score,0.015483021571897,1758.0,LOW,MEDIUM
20922,snomed,Symptoms - Pain,Pain,0.0150820595596058,1766.0,LOW,MEDIUM
6879,snomed,Comorbidity - Respiratory / ENT,Disorder of nasal sinus,0.01467499271748,1771.0,LOW,MEDIUM
777601,loinc,Lab - Coagulation,INR in Platelet poor plasma by Coagulation assay,0.0140374483799593,1785.0,LOW,MEDIUM
781905,loinc,Lab - Lipid Panel,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,0.0139780602103207,1786.0,LOW,STRONG
776750,loinc,Lab - Coagulation,Prothrombin time (PT),0.0123342005579982,1809.0,LOW,MEDIUM
52576,snomed,Comorbidity - Cardiovascular,Hyperlipidemia,0.0117963139656547,1816.0,LOW,STRONG
521817,icd10cm,Lifestyle - SDOH,Morbid (severe) obesity due to excess calories,0.0107758855156015,1824.0,LOW,MEDIUM
772589,loinc,Lab - Cardiac Enzymes,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,0.0106707059403783,1825.0,LOW,MEDIUM
858775,loinc,Comorbidity - Mental Health,Beck Depression Inventory II total score [BDI],0.0084838594730139,1858.0,LOW,STRONG
779577,loinc,Vital Signs / Anthropometrics,Body surface area,0.0073732149828582,1871.0,LOW,MEDIUM
23167,snomed,Screening - Mammography,Screening mammography,0.0068185929937633,1878.0,LOW,STRONG
110920,snomed,Comorbidity - Menopause,Menopausal syndrome,0.0044833125258399,1894.0,LOW,LOW
20494,snomed,Comorbidity - Menopause,Menopausal symptom,0.0044723164263917,1895.0,LOW,LOW
4049529,snomed,Symptoms - Pain,Presence of pain,0.0041233176756265,1898.0,LOW,MEDIUM
772518,loinc,Lab - Lipid Panel,Cholesterol [Mass/volume] in Serum or Plasma,0.0040327985898002,1900.0,LOW,STRONG
772509,loinc,Lab - Lipid Panel,Cholesterol in HDL [Mass/volume] in Serum or Plasma,0.0038227868948018,1904.0,LOW,STRONG
56139,snomed,Comorbidity - Cardiovascular,Essential hypertension,0.0024975096258204,1916.0,LOW,STRONG
361314,snomed,History - Family Hx Breast Cancer,Family history of breast cancer,,,ZERO (unranked),LOW
361837,snomed,History - Family Hx Breast Cancer,Family history of malignant neoplasm of breast in first degree relative,,,ZERO (unranked),LOW
450333,snomed,History - Family Hx Breast Cancer,Family history of breast cancer gene BRCA mutation,,,ZERO (unranked),LOW
362775,snomed,History - Family Hx Breast Cancer,Family history of breast cancer 2 gene mutation,,,ZERO (unranked),LOW
292089,snomed,History - Family Hx Breast Cancer,Family history of neoplasm of breast,,,ZERO (unranked),LOW
452240,snomed,History - Family Hx Breast Cancer,Family history of malignant neoplasm of breast diagnosed before 45 years of age,,,ZERO (unranked),LOW
452114,snomed,History - Family Hx Breast Cancer,Family history of malignant neoplasm of breast in first degree relative less than 50 years of age,,,ZERO (unranked),LOW
452123,snomed,History - Family Hx Breast Cancer,Family history of breast cancer gene mutation in first degree relative,,,ZERO (unranked),LOW
362217,snomed,History - Family Hx Other Cancers,Family history of malignant neoplasm of ovary (BRCA-linked),,,ZERO (unranked),LOW
346775,snomed,History - Family Hx Other Cancers,Family history of malignant neoplasm of prostate (BRCA2-linked),,,ZERO (unranked),LOW
360617,snomed,History - Family Hx Other Cancers,Family history of malignant neoplasm of pancreas (BRCA2-linked),,,ZERO (unranked),LOW
256136,snomed,History - Family Hx Other Cancers,Family history of malignant neoplasm (general),,,ZERO (unranked),LOW
447793,snomed,History - Family Hx Other Cancers,Family history of colorectal cancer (Lynch),,,ZERO (unranked),LOW
291817,snomed,History - Family Hx Other Cancers,Family history of cancer of colon (Lynch),,,ZERO (unranked),LOW
360623,snomed,History - Family Hx Other Cancers,Family history of malignant neoplasm of GI tract,,,ZERO (unranked),LOW
362320,snomed,History - Family Hx Other Cancers,Family history of malignant neoplasm of digestive organ,,,ZERO (unranked),LOW
255405,snomed,History - Family Hx Other Cancers,FH: Stomach cancer,,,ZERO (unranked),LOW
361336,snomed,History - Oophorectomy,History of total hysterectomy with bilateral salpingo-oophorectomy,,,ZERO (unranked),ZERO
359536,snomed,History - Oophorectomy,History of bilateral salpingo-oophorectomy,,,ZERO (unranked),ZERO
104759,snomed,History - Oophorectomy,Salpingo-oophorectomy,,,ZERO (unranked),ZERO
81433,snomed,History - Oophorectomy,Total hysterectomy with removal of both tubes and ovaries,,,ZERO (unranked),ZERO
2639127,cpt,History - Oophorectomy,Laparoscopic salpingo-oophorectomy,,,ZERO (unranked),ZERO
219250,snomed,Comorbidity - Ovarian Failure,Menopause ovarian failure,,,ZERO (unranked),ZERO
219879,snomed,Comorbidity - Ovarian Failure,Premature ovarian insufficiency,,,ZERO (unranked),ZERO
100933,snomed,Comorbidity - Ovarian Failure,Ovarian failure,,,ZERO (unranked),ZERO
62011,snomed,Comorbidity - Ovarian Failure,Primary ovarian failure,,,ZERO (unranked),ZERO
522155,snomed,Comorbidity - Ovarian Failure,Asymptomatic postprocedural ovarian failure,,,ZERO (unranked),ZERO
444369,snomed,Comorbidity - Ovarian Conditions,Polycystic bilateral ovaries,,,ZERO (unranked),ZERO
462417,snomed,Comorbidity - Ovarian Conditions,Cyst of bilateral ovaries,,,ZERO (unranked),ZERO
447425,snomed,Comorbidity - Ovarian Conditions,Complex ovarian cyst,,,ZERO (unranked),ZERO
541672,snomed,Comorbidity - Ovarian Conditions,Unspecified ovarian cysts,,,ZERO (unranked),ZERO
219159,snomed,Comorbidity - Ovarian Conditions,Tubo-ovarian mass,,,ZERO (unranked),ZERO
345414,snomed,History - Hereditary Risk,BRCA2 gene mutation detected,,,ZERO (unranked),ZERO
772685,snomed,Lab - Sex Hormones (Estrogens + Progesterone),Estradiol (E2) [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
2637074,snomed,Lab - Sex Hormones (Estrogens + Progesterone),Estradiol; total,,,ZERO (unranked),LOW
772701,snomed,Lab - Sex Hormones (Estrogens + Progesterone),Estrone (E1) [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
772693,snomed,Lab - Sex Hormones (Estrogens + Progesterone),Estriol (E3).unconjugated [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
791502,snomed,Lab - Sex Hormones (Estrogens + Progesterone),Estriol (E3).unconjugated [Multiple of the median] in Serum or Plasma,,,ZERO (unranked),LOW
773346,snomed,Lab - Sex Hormones (Estrogens + Progesterone),Progesterone [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
2634846,snomed,Lab - Sex Hormones (Estrogens + Progesterone),Progesterone,,,ZERO (unranked),LOW
773509,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
773515,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone Free [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
2630573,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone; total,,,ZERO (unranked),LOW
2630124,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone; free,,,ZERO (unranked),LOW
773514,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone.free+weakly bound [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
786687,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone Free/Testosterone.total in Serum or Plasma,,,ZERO (unranked),LOW
778192,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone.free+weakly bound/Testosterone.total in Serum or Plasma,,,ZERO (unranked),LOW
117007,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone level below reference range,,,ZERO (unranked),LOW
117006,snomed,Lab - Sex Hormones (Androgens + SHBG),Testosterone level above reference range,,,ZERO (unranked),LOW
785226,snomed,Lab - Sex Hormones (Androgens + SHBG),Sex hormone binding globulin [Moles/volume] in Serum or Plasma,,,ZERO (unranked),LOW
2630650,snomed,Lab - Sex Hormones (Androgens + SHBG),Sex hormone binding globulin (SHBG),,,ZERO (unranked),LOW
772627,snomed,Lab - Sex Hormones (Androgens + SHBG),Dehydroepiandrosterone sulfate (DHEA-S) [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
2630564,snomed,Lab - Sex Hormones (Androgens + SHBG),Dehydroepiandrosterone-sulfate (DHEA-S),,,ZERO (unranked),LOW
772629,snomed,Lab - Sex Hormones (Androgens + SHBG),Dehydroepiandrosterone (DHEA) [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
2634993,snomed,Lab - Sex Hormones (Androgens + SHBG),Dehydroepiandrosterone (DHEA),,,ZERO (unranked),LOW
773350,snomed,Lab - Pituitary Hormones (Prolactin + LH),Prolactin [Mass/volume] in Serum or Plasma,,,ZERO (unranked),LOW
2634698,snomed,Lab - Pituitary Hormones (Prolactin + LH),Prolactin,,,ZERO (unranked),LOW
116937,snomed,Lab - Pituitary Hormones (Prolactin + LH),Prolactin level above reference range,,,ZERO (unranked),LOW
2630648,snomed,Lab - Pituitary Hormones (Prolactin + LH),Gonadotropin; luteinizing hormone (LH),,,ZERO (unranked),LOW
772398,snomed,Lab - Insulin Pathway (IGF-1 + C-peptide),C peptide [Mass/volume] in Serum or Plasma,,,ZERO (unranked),ZERO
2631813,snomed,Lab - Insulin Pathway (IGF-1 + C-peptide),C-peptide,,,ZERO (unranked),ZERO
