lookback,split,n,n_pos,prevalence,threshold,auroc,auroc_lo,auroc_hi,auprc,auprc_lo,auprc_hi,sensitivity,sensitivity_lo,sensitivity_hi,specificity,specificity_lo,specificity_hi,ppv,ppv_lo,ppv_hi,npv,npv_lo,npv_hi
10yr,internal_free,610,305,0.5,0.4391,0.9516,0.9345,0.9663,0.9523,0.9348,0.967,0.9311,0.9016,0.9574,0.8557,0.8131,0.8951,0.8659,0.8328,0.8975,0.9255,0.8951,0.9531
10yr,internal_sens90,610,305,0.5,0.5205,0.9516,0.9345,0.9663,0.9523,0.9348,0.967,0.9016,0.8656,0.9344,0.8721,0.8328,0.9082,0.8758,0.8434,0.907,0.8986,0.8669,0.9296
10yr,internal_sens93,610,305,0.5,0.4391,0.9516,0.9345,0.9663,0.9523,0.9348,0.967,0.9311,0.9016,0.9574,0.8557,0.8131,0.8951,0.8659,0.8328,0.8975,0.9255,0.8951,0.9531
10yr,internal_sens95,610,305,0.5,0.3326,0.9516,0.9345,0.9663,0.9523,0.9348,0.967,0.9508,0.9246,0.9738,0.8131,0.7672,0.8557,0.8357,0.8039,0.868,0.943,0.9148,0.9689
