EVENT_TYPE	CATEGORY	TERM	CODE
MED	ALPHA_BLOCKERS	Doxazosin 8mg modified-release tablets	39021111000001107
MED	ALPHA_BLOCKERS	Flomaxtra XL 400microgram tablets (Astellas Pharma Ltd)	9483111000001109
MED	ALPHA_BLOCKERS	Indoramin 20mg tablets	39696511000001106
MED	ALPHA_BLOCKERS	Pamsvax XL 400microgram capsules (Accord-UK Ltd)	10188911000001101
MED	ALPHA_BLOCKERS	Tabphyn MR 400microgram capsules (Genus Pharmaceuticals Ltd)	10186811000001105
MED	ALPHA_BLOCKERS	Tamsulosin 400microgram modified-release capsules	38754011000001109
MED	ALPHA_BLOCKERS	Tamsulosin 400microgram modified-release tablets	9484411000001101
MED	ALPHA_BLOCKERS	Terazosin 2mg tablets	42043111000001101
MED	ALPHA_BLOCKERS	Terazosin 5mg tablets	42043211000001107
MED	ALPHA_BLOCKERS	Xatral XL 10mg tablets (Sanofi)	3188711000001103
MED	ANTICHOLINERGICS	Fesoterodine 4mg modified-release tablets	38894011000001104
MED	ANTICHOLINERGICS	Fesoterodine 8mg modified-release tablets	38893911000001102
MED	ANTICHOLINERGICS	Oxybutynin 2.5mg tablets	42038911000001109
MED	ANTICHOLINERGICS	Oxybutynin 5mg modified-release tablets	39112111000001104
MED	ANTICHOLINERGICS	Solifenacin 6mg / Tamsulosin 400microgram modified-release tablets	23676211000001102
MED	ANTICHOLINERGICS	Tolterodine 1mg tablets	42043711000001100
MED	ANTICHOLINERGICS	Tolterodine 4mg modified-release capsules	14608411000001108
MED	ANTICHOLINERGICS	Trospium chloride 60mg modified-release capsules	42044211000001105
MED	ED_MEDICATIONS	Caverject Dual Chamber 20microgram powder and solvent for solution for injection (Pfizer Ltd)	3857111000001101
MED	ED_MEDICATIONS	Cialis 10mg tablets (Eli Lilly and Company Ltd)	4105911000001106
MED	ED_MEDICATIONS	Cialis 20mg tablets (Eli Lilly and Company Ltd)	4106311000001100
MED	ED_MEDICATIONS	Muse 1000microgram urethral sticks (Viatris UK Healthcare Ltd)	638411000001105
MED	ED_MEDICATIONS	SomaErect Response II vacuum pump 15019 (iMEDicare Ltd)	9009911000001104
MED	ED_MEDICATIONS	Vardenafil 10mg tablets	39706511000001100
MED	ED_MEDICATIONS	Vardenafil 20mg tablets	39706711000001105
MED	ED_MEDICATIONS	Viagra 100mg tablets (Viatris UK Healthcare Ltd)	525511000001107
MED	ED_MEDICATIONS	Viagra 50mg tablets (Viatris UK Healthcare Ltd)	808811000001107
MED	PAIN_ESCALATION	Co-codamol 8mg/500mg capsules	42010011000001101
MED	PAIN_ESCALATION	Co-dydramol 10mg/500mg tablets	42010611000001108
MED	PAIN_ESCALATION	Dihydrocodeine 60mg modified-release tablets	39112411000001109
MED	PAIN_ESCALATION	Tramadol 100mg modified-release capsules	35920211000001106
MED	UTI_ANTIBIOTICS	Cefalexin 250mg capsules	39735311000001105
MED	UTI_ANTIBIOTICS	Cefalexin 500mg capsules	39694811000001102
MED	UTI_ANTIBIOTICS	Ciprofloxacin 250mg tablets	39687511000001109
MED	UTI_ANTIBIOTICS	Ciprofloxacin 500mg tablets	39687811000001107
MED	UTI_ANTIBIOTICS	Ciprofloxacin 750mg tablets	39687011000001101
MED	UTI_ANTIBIOTICS	Ciproxin 500mg tablets (Bayer Plc)	417611000001101
MED	UTI_ANTIBIOTICS	Levofloxacin 250mg tablets	39697411000001109
MED	UTI_ANTIBIOTICS	Nitrofurantoin 100mg capsules	41952811000001109
MED	UTI_ANTIBIOTICS	Nitrofurantoin 100mg tablets	41952911000001104
MED	UTI_ANTIBIOTICS	Nitrofurantoin 50mg capsules	41953111000001108
MED	UTI_ANTIBIOTICS	Nitrofurantoin 50mg tablets	41953211000001102
MED	UTI_ANTIBIOTICS	Ofloxacin 400mg tablets	41953511000001104
MED	UTI_ANTIBIOTICS	Trimethoprim 200mg tablets	41956211000001109
MED	UTI_TREATMENT	Potassium citrate mixture	14610411000001107
MED	5ARI	Dutasteride 500microgram capsules	4367811000001102
OBS	BMI	Body mass index	60621009
OBS	BODY_WEIGHT	Body weight	27113001
OBS	IDEAL_BODY_WEIGHT	Ideal body weight	170804003
OBS	SYSTOLIC_BP	Systolic arterial pressure	72313002
OBS	DIASTOLIC_BP	Diastolic arterial pressure	1091811000000102
OBS	HEART_RATE	Heart rate	364075005
OBS	HEART_RATE	Pulse rate	78564009
OBS	HYPERTENSION	Raised blood pressure	24184005
observation	UROLOGY_PATHWAY	Referral to urology service	306204006
observation	UROLOGY_PATHWAY	Referral to urologist	415270003
OBS	PROSTATIC_CONDITIONS	Prostatic hyperplasia NOS	433234005
OBS	PROSTATIC_CONDITIONS	Chronic prostatitis	19905009
OBS	ERECTILE_DYSFUNCTION	Complaining of erectile dysfunction	473327001
OBS	UTI	Urinary tract infectious disease	68566005
