EVENT_TYPE	CATEGORY	TERM	CODE
OBS	EXAMINATION	O/E - cardiovascular	271883001
OBS	MONITORING	Novel oral anticoagulant monitoring	1929101000006101
OBS	MONITORING	Direct-acting oral anticoagulant dose unchanged	1364181000000104
OBS	MONITORING	Blood oxygen saturation - on room air	1806991000006102
OBS	OTHER_CLINICAL	O/E - weight	162763007
OBS	HAEMATOLOGY	Haemoglobin concentration	1022431000000105
OBS	HAEMATOLOGY	Platelet count	1022651000000102
OBS	HAEMATOLOGY	White blood cell count	1022551000000104
OBS	HAEMATOLOGY	Red blood cell count	1022451000000103
OBS	HAEMATOLOGY	MCV - Mean corpuscular volume	1022491000000106
OBS	HAEMATOLOGY	Serum ferritin level	993381000000106
OBS	HAEMATOLOGY	Serum iron level	1019351000000105
OBS	HAEMATOLOGY	Serum unsaturated iron binding capacity	1000501000000109
OBS	HAEMATOLOGY	Serum total iron binding capacity	1015451000000101
OBS	HAEMATOLOGY	Saturation of iron binding capacity	1009301000000107
OBS	HAEMATOLOGY	Percentage hypochromic cells	993901000000100
OBS	RENAL	eGFR using creatinine	1011481000000105
OBS	RENAL	Serum creatinine level	1000731000000107
OBS	INFLAMMATORY	Serum CRP (C reactive protein) level	1001371000000100
OBS	INFLAMMATORY	Erythrocyte sedimentation rate	1018251000000107
OBS	METABOLIC	Serum albumin level	1000821000000103
OBS	LIVER	Alkaline phosphatase level	1014081000000104
OBS	LIVER	Alanine aminotransferase level	1018041000000105
OBS	HORMONAL	Serum luteinising hormone level	1023161000000104
OBS	HORMONAL	Plasma FSH level	1023201000000107
OBS	HORMONAL	Serum FSH level	1023191000000105
OBS	HORMONAL	Serum prolactin level	1023211000000109
OBS	HORMONAL	Serum progesterone level	997151000000105
OBS	HORMONAL	Serum oestradiol level	1010521000000102
OBS	HORMONAL	Serum testosterone level	997161000000108
OBS	HORMONAL	Serum sex hormone binding globulin level	999661000000105
OBS	HORMONAL	Gonadotrophin levels	997121000000100
OBS	CANCER_MARKER	Serum lactate dehydrogenase level	1000921000000108
OBS	ELECTROLYTES	Plasma corrected calcium level	935201000000104
OBS	COAGULATION	Activated partial thromboplastin time ratio	1001421000000107
OBS	COAGULATION	Activated partial thromboplastin time	852511000000103
OBS	COAGULATION	Clotting screening test	991871000000101
OBS	GI_INVESTIGATION	Serum amylase level	997491000000108
OBS	GI_INVESTIGATION	Faecal calprotectin content	1002571000000102
OBS	GI_INVESTIGATION	Quantitative faecal immunochemical test	1049361000000101
OBS	GI_INVESTIGATION	Provision of faecal immunochemical test kit	149421000000109
OBS	OTHER_LAB	Laboratory test result abnormal	165346000
OBS	OTHER_LAB	Brain natriuretic peptide level	1012131000000106
OBS	ANAEMIA	Anaemia	271737000
OBS	ANAEMIA	Unspecified iron deficiency anaemia	87522002
OBS	ANAEMIA	Folic acid deficiency	190633005
OBS	ATRIAL_FIBRILLATION	Atrial fibrillation	49436004
OBS	CKD	Chronic kidney disease stage 3A	700378005
OBS	HYDRONEPHROSIS	Hydronephrosis	43064006
OBS	DIVERTICULITIS	Diverticulitis	307496006
OBS	RENAL_STONE	Renal stone	95570007
OBS	CYSTOCELE	Cystocele	252005008
OBS	HYPONATRAEMIA	Hyponatraemia	89627008
OBS	PNEUMONIA	Community acquired pneumonia	385093006
OBS	OBESITY	Body mass index 25-29 - overweight	162863004
OBS	CANDIDA	Candidal vulvovaginitis	72605008
OBS	FAMILY_HISTORY	Family history of breast cancer	429740004
OBS	HRT	HRT started	170955009
OBS	REPRODUCTIVE_HISTORY	No smear - no cervix	171169001
OBS	SOCIAL	Lives alone	105529008
MED	OPIOID_ANALGESICS	Codeine 30mg tablets	42010411000001104
MED	OPIOID_ANALGESICS	Codeine 15mg tablets	42010311000001104
MED	OPIOID_ANALGESICS	Co-codamol 15mg/500mg tablets	3805611000001109
MED	OPIOID_ANALGESICS	Dihydrocodeine 30mg tablets	39708511000001104
MED	OPIOID_ANALGESICS	Morphine sulfate 10mg/5ml oral solution	36128311000001104
MED	NSAIDS	Ibuprofen 400mg tablets	42104911000001104
MED	NSAIDS	Mefenamic acid 500mg tablets	42106411000001104
MED	NSAIDS	Mefenamic acid 250mg capsules	42106311000001104
MED	NEUROPATHIC_PAIN	Pregabalin 25mg capsules	42135411000001104
MED	PPI	Omeprazole 20mg gastro-resistant capsules	42356411000001104
MED	PPI	Lansoprazole 30mg gastro-resistant capsules	42354611000001104
MED	GI_ANTISPASMODICS	Mebeverine 135mg tablets	42355011000001104
MED	GI_ANTISPASMODICS	Hyoscine butylbromide 10mg tablets	42037011000001112
MED	ANTIEMETICS	Ondansetron 4mg tablets	42038611000001104
MED	ANTIEMETICS	Metoclopramide 10mg tablets	42037611000001104
MED	ANTIEMETICS	Cyclizine 50mg tablets	42034511000001112
MED	LAXATIVES	Senna 7.5mg tablets	42358311000001104
MED	LAXATIVES	Bisacodyl 5mg gastro-resistant tablets	42351711000001104
MED	LAXATIVES	Docusate 100mg capsules	42353311000001104
MED	LAXATIVES	Lactulose 3.1-3.7g/5ml oral solution	42354411000001104
MED	LAXATIVES	Glycerol 4g suppositories	35368211000001104
MED	LAXATIVES	Fybogel Orange 3.5g sachets	3256311000001107
MED	LAXATIVES	Laxido Orange oral powder sachets	17420611000001108
MED	LAXATIVES	CosmoCol Orange oral powder sachets	24577211000001104
MED	LAXATIVES	Macrogol compound oral powder sachets NPF	3591211000001105
MED	UTI_ANTIBIOTICS	Nitrofurantoin 100mg capsules	41952811000001112
MED	UTI_ANTIBIOTICS	Nitrofurantoin 100mg modified-release capsules	39108511000001104
MED	UTI_ANTIBIOTICS	Pivmecillinam 200mg tablets	39702711000001104
MED	GENERAL_ANTIBIOTICS	Amoxicillin 500mg capsules	39732411000001104
MED	GENERAL_ANTIBIOTICS	Metronidazole 400mg tablets	41952111000001104
MED	GENERAL_ANTIBIOTICS	Clarithromycin 250mg tablets	41946311000001104
MED	ANTIFUNGALS	Fluconazole 150mg capsules	41787011000001104
MED	ANTIFUNGALS	Itraconazole 100mg capsules	41789311000001104
MED	ANTIFUNGALS	Clotrimazole 500mg pessary and 2% cream	39706111000001112
MED	ANTIFUNGALS	Canesten HC cream	125711000001105
MED	CARDIOVASCULAR	Amlodipine 5mg tablets	39732011000001104
MED	CARDIOVASCULAR	Losartan 100mg tablets	42376711000001104
MED	CARDIOVASCULAR	Ramipril 10mg capsules	42381211000001104
MED	CARDIOVASCULAR	Bisoprolol 1.25mg tablets	42371111000001104
MED	CARDIOVASCULAR	Propranolol 10mg tablets	42380111000001104
MED	CARDIOVASCULAR	Indapamide 1.5mg modified-release tablets	39020711000001104
MED	CARDIOVASCULAR	Atorvastatin 40mg tablets	39733111000001104
MED	CARDIOVASCULAR	Rosuvastatin 5mg tablets	42381811000001104
MED	DIURETICS	Furosemide 20mg tablets	42294711000001104
MED	DIURETICS	Furosemide 40mg tablets	42294811000001104
MED	ANTICOAGULANTS	Apixaban 5mg tablets	42206511000001104
MED	ANTICOAGULANTS	Enoxaparin sodium 40mg/0.4ml	36565711000001104
MED	ANTICOAGULANTS	Warfarin 3mg tablets	42217611000001104
MED	HRT	Oestrogel Pump-Pack 0.06% gel	3414911000001105
MED	HRT	Utrogestan 100mg capsules	11758911000001104
MED	HRT	Estriol 1mg/g vaginal cream	41896911000001104
MED	HRT	Estradiol 10microgram pessaries	18109911000001108
MED	HRT	Vagirux 10microgram vaginal tablets	39006711000001104
MED	HORMONAL	Norethisterone 5mg tablets	42297111000001104
MED	ORAL_CONTRACEPTIVE	Cerelle 75microgram tablets	22263411000001108
MED	ORAL_CONTRACEPTIVE	Desogestrel 75microgram tablets	41874011000001104
MED	ORAL_CONTRACEPTIVE	Microgynon 30 tablets	42111000001107
MED	HAEMOSTATIC	Tranexamic acid 500mg tablets	41989811000001104
MED	IRON_SUPPLEMENTS	Ferrous fumarate 322mg tablets	41985011000001104
MED	IRON_SUPPLEMENTS	Ferrous fumarate 305mg capsules	41984811000001104
MED	IRON_SUPPLEMENTS	Ferrous fumarate 210mg tablets	41984711000001104
MED	IRON_SUPPLEMENTS	Hydroxocobalamin 1mg/1ml injection	39111511000001104
MED	THYROID	Levothyroxine sodium 25microgram tablets	39698311000001104
MED	THYROID	Levothyroxine sodium 100microgram tablets	39697911000001104
MED	ANTIDEPRESSANTS	Sertraline 50mg tablets	39704111000001104
MED	ANTIDEPRESSANTS	Citalopram 20mg tablets	42269411000001104
MED	ANTIHISTAMINES	Cetirizine 10mg tablets	42186511000001104
MED	ANTIHISTAMINES	Loratadine 10mg tablets	42192711000001104
MED	ANTIHISTAMINES	Promethazine hydrochloride 25mg tablets	42040711000001112
MED	BLADDER_ANTISPASMODICS	Oxybutynin 2.5mg tablets	42038911000001112
OBS	CANCER_MARKER	Serum CA 125 (cancer antigen 125) level	1000461000000109
OBS	CANCER_MARKER	Serum total human chorionic gonadotropin level	1006771000000106
OBS	CANCER_MARKER	CA 125 level	1027511000000100
OBS	CANCER_MARKER	Serum CEA (carcinoembryonic antigen) level	1000471000000102
OBS	CONTRACEPTION	Advice about long acting reversible contraception	376561000000100
MED	UTI_ANTIBIOTICS	Cefalexin 500mg capsules	39694811000001104
OBS	CANCER_MARKER	Carcinoembryonic antigen level	1026701000000107
MED	GENERAL_ANTIBIOTICS	Amoxicillin 250mg capsules	39732311000001104
MED	GENERAL_ANTIBIOTICS	Flucloxacillin 500mg capsules	39692211000001104
MED	OPIOID_ANALGESICS	Tramadol 50mg capsules	42017811000001104
MED	ANTIFUNGALS	Clotrimazole 1% cream	41894811000001104
MED	NSAIDS	Naproxen 250mg tablets	42107511000001104
MED	UTI_ANTIBIOTICS	Trimethoprim 200mg tablets	41956211000001112
MED	ANTIDEPRESSANTS	Amitriptyline 10mg tablets	42291111000001104
MED	GENERAL_ANTIBIOTICS	Co-amoxiclav 500mg/125mg tablets	39732211000001104
MED	OPIOID_ANALGESICS	Co-codamol 8mg/500mg tablets	42010211000001104
MED	IRON_SUPPLEMENTS	Folic acid 5mg tablets	42294611000001112
MED	CARDIOVASCULAR	Atorvastatin 20mg tablets	39733011000001104
MED	GENERAL_ANTIBIOTICS	Clarithromycin 500mg tablets	41946511000001112
OBS	IMAGING	Ultrasound scan report received	185444009
MED	GENERAL_ANTIBIOTICS	Phenoxymethylpenicillin 250mg tablets	41953811000001104
MED	OPIOID_ANALGESICS	Co-codamol 30mg/500mg tablets	42009811000001104
MED	GENERAL_ANTIBIOTICS	Doxycycline 100mg capsules	41948311000001104
MED	CARDIOVASCULAR	Aspirin 75mg dispersible tablets	42291811000001104
MED	NSAIDS	Naproxen 500mg tablets	42107811000001104
MED	ANTIEMETICS	Prochlorperazine 5mg tablets	42040311000001104
MED	DIURETICS	Bendroflumethiazide 2.5mg tablets	42206611000001104
MED	NSAIDS	Diclofenac sodium 50mg gastro-resistant tablets	42101911000001104
MED	OPIOID_ANALGESICS	Co-dydramol 10mg/500mg tablets	42010611000001104
OBS	IMAGING	Referral for ultrasound investigation	183831007
OBS	IMAGING	Magnetic resonance study	113091000
OBS	MONITORING	Blood oxygen saturation (calculated)	1017311000000104
OBS	HAEMATOLOGY	Platelet count	1022651000000100
OBS	HAEMATOLOGY	MCH - Mean corpuscular haemoglobin	1022471000000107
OBS	COAGULATION	International normalised ratio	165581004
OBS	ELECTROLYTES	Serum calcium level	1000691000000101
OBS	COAGULATION	Prothrombin time	852471000000107
OBS	HAEMATOLOGY	Nucleated red blood cell count	1022461000000100
OBS	HAEMATOLOGY	MCHC - Mean corpuscular haemoglobin concentration	1022481000000109
OBS	LIVER	Serum alkaline phosphatase level	1000621000000104
OBS	CKD	Chronic kidney disease stage 3	433144002
OBS	URINARY_SYMPTOMS	Urine blood test = ++	167301002
OBS	INFLAMMATORY	Plasma C reactive protein	999651000000107
OBS	URINARY_SYMPTOMS	Urine blood test = +	167300001
OBS	HAEMATOLOGY	Haemoglobin A1c level - International Federation of Clinical Chemistry and Laboratory Medicine standardised	999791000000106
OBS	HAEMATOLOGY	Haemoglobin A1c level	1003671000000109
OBS	HAEMATOLOGY	Haemoglobin saturation with oxygen	103228002
OBS	INFLAMMATORY	Erythrocyte sedimentation rate	1022511000000103
OBS	RENAL	Glomerular filtration rate	80274001
OBS	RENAL	GFR (glomerular filtration rate) calculated by abbreviated Modification of Diet in Renal Disease Study Group calculation	1020291000000106
OBS	MONITORING	SpO2 - oxygen saturation at periphery	431314004
OBS	IMAGING	Standard chest X-ray NOS	168731009
OBS	FAMILY_HISTORY	Family history: Diabetes mellitus	160303001
OBS	REPRODUCTIVE_HISTORY	Cervical smear screening invitation short message service text	836441000000104
OBS	RENAL	Urine creatinine level	1003271000000106
OBS	RENAL	Urine albumin:creatinine ratio	1023491000000104
OBS	CANCER_MARKER	Serum CA 19-9 (cancer antigen 19-9) level	1000451000000106
OBS	IMAGING	CT of thorax, abdomen and pelvis	418023006
OBS	IMAGING	Computerised tomograph scan	77477000
OBS	URINARY_SYMPTOMS	Epithelial cell count	992871000000105
OBS	MICROBIOLOGY	Organism count	992821000000106
OBS	URINARY_SYMPTOMS	Urine microscopy: red cells	1038641000000104
OBS	URINARY_SYMPTOMS	Urine microscopy: pus cells	1041881000000101
OBS	URINARY_SYMPTOMS	Urine microscopy	1014831000000107
OBS	BMI	Body mass index	60621009
OBS	BODY_WEIGHT	Body weight	27113001
OBS	IDEAL_BODY_WEIGHT	Ideal body weight	170804003
OBS	SYSTOLIC_BP	Systolic arterial pressure	72313002
OBS	DIASTOLIC_BP	Diastolic arterial pressure	1091811000000102
OBS	HEART_RATE	Heart rate	364075005
OBS	HEART_RATE	Pulse rate	78564009
OBS	HYPERTENSION	Raised blood pressure	24184005
OBS	URINARY_SYMPTOMS	Observation of frequency of urination	300471006
OBS	ABDOMINAL_PAIN	Upper abdominal pain	83132003
OBS	GI_SYMPTOMS	Indigestion symptoms	162031009
