lookback,split,n,n_pos,prevalence,threshold,auroc,auroc_lo,auroc_hi,auprc,auprc_lo,auprc_hi,sensitivity,sensitivity_lo,sensitivity_hi,specificity,specificity_lo,specificity_hi,ppv,ppv_lo,ppv_hi,npv,npv_lo,npv_hi
5yr,internal_free,705,352,0.4993,0.595,0.9339,0.9164,0.9503,0.9253,0.9002,0.9469,0.8693,0.8324,0.9034,0.864,0.8272,0.898,0.8644,0.8343,0.8963,0.8689,0.8383,0.8989
5yr,internal_sens90,705,352,0.4993,0.5288,0.9339,0.9164,0.9503,0.9253,0.9002,0.9469,0.9006,0.8692,0.929,0.8272,0.7875,0.8669,0.8386,0.8079,0.87,0.893,0.8619,0.9219
5yr,internal_sens93,705,352,0.4993,0.4025,0.9339,0.9164,0.9503,0.9253,0.9002,0.9469,0.9318,0.9034,0.9545,0.7649,0.7167,0.8074,0.7981,0.7664,0.8295,0.9184,0.8885,0.9441
5yr,internal_sens95,705,352,0.4993,0.3637,0.9339,0.9164,0.9503,0.9253,0.9002,0.9469,0.9517,0.929,0.9716,0.7507,0.7025,0.796,0.792,0.7616,0.8231,0.9397,0.9117,0.9642
