CODE,EVENT_TYPE,CATEGORY,TERM,combined_score,combined_rank,code_tier,category_model_tier
414545008,observation,COMORBID_IHD,Ischaemic heart disease NOS,0.0078644207452898,2091.0,LOW,LOW
198436008,observation,REPRO_MENOPAUSE,Menopausal hot flushes,0.0076846578793011,2100.0,LOW,MEDIUM
315053001,observation,COMORBID_CVD_STATIN_PROPHYL,Statin prophylaxis,0.0072939507917044,2111.0,LOW,LOW
267432004,observation,COMORBID_HYPERCHOL,Pure hypercholesterolaemia NOS,0.0068765053676497,2121.0,LOW,LOW
72866009,observation,COMORBID_CVD_VARICOSE,Varicose veins of the leg NOS,0.0065191455600752,2135.0,LOW,LOW
708373002,observation,COMORBID_ASTHMA_CONTROL,Emergency asthma patient visit since last encounter,0.0064365352917669,2137.0,LOW,LOW
65568007,observation,LIFE_SMOKING,Cigarette smoker,0.0064239323044349,2138.0,LOW,MEDIUM
11816003,observation,LIFE_DIET,Dietary advice,0.0057807386103768,2155.0,LOW,MEDIUM
386619000,observation,LIFE_DIET,Low sodium diet,0.0053882026606244,2164.0,LOW,MEDIUM
1016961000000104,observation,LAB_FT3,Serum free triiodothyronine level,0.0039612054829694,2208.0,LOW,MEDIUM
281078001,observation,LIFE_ALC_EDU,Education about alcohol consumption,0.0039524783060703,2209.0,LOW,MEDIUM
401070008,observation,LIFE_DIET,Number of portions of fruit and vegetables daily,0.0016694059843083,2247.0,LOW,MEDIUM
1016971000000106,observation,LAB_FT4_SERUM,Serum free T4 level,0.0008831797023954,2260.0,LOW,MEDIUM
11851311000001100,medication,DM_MONITORING,FreeStyle Lite testing strips (Abbott Laboratories Ltd),,,ZERO (unranked),LOW
16611000001105,medication,DM_MONITORING,Advantage Plus testing strips (Roche Diabetes Care Ltd),,,ZERO (unranked),LOW
3213311000001106,medication,OC,Logynon tablets (Bayer Plc),,,ZERO (unranked),MEDIUM
2842511000001103,medication,HRT,Zumenon 1mg tablets (Viatris UK Healthcare Ltd),,,ZERO (unranked),MEDIUM
161712005,observation,OVARIAN_CONDITIONS,Menopause,,,ZERO (unranked),LOW
275937001,observation,FAMHX_OTHER_CANCERS,Family history of malignant neoplasm,,,ZERO (unranked),LOW
275111003,observation,FAMHX_BREAST_OVARIAN,FH: Ovarian carcinoma,,,ZERO (unranked),LOW
160297008,observation,FAMHX_BREAST_OVARIAN,FH: neoplasm of ovary,,,ZERO (unranked),LOW
160392000,observation,FAMHX_BREAST_OVARIAN,FH: Breast disease,,,ZERO (unranked),LOW
412738007,observation,HEREDITARY_BRCA,BRCA2 gene mutation positive,,,ZERO (unranked),ZERO
29827000,observation,HISTORY_OOPHORECTOMY,Bilateral salpingo-oophorectomy,,,ZERO (unranked),LOW
414575003,observation,HISTORY_OOPHORECTOMY,Laparoscopic TAH and bilateral salpingo-oophorectomy,,,ZERO (unranked),LOW
69878008,observation,OVARIAN_CONDITIONS,Polycystic ovaries,,,ZERO (unranked),LOW
79883001,observation,OVARIAN_CONDITIONS,Ovarian cyst,,,ZERO (unranked),LOW
373717006,observation,OVARIAN_CONDITIONS,Premature menopause,,,ZERO (unranked),LOW
387741004,observation,OVARIAN_CONDITIONS,Ovarian cystectomy,,,ZERO (unranked),LOW
275109007,observation,FAMHX_OTHER_CANCERS,FH: Bowel cancer (Lynch),,,ZERO (unranked),LOW
414205003,observation,FAMHX_OTHER_CANCERS,Family history of prostate cancer (BRCA2),,,ZERO (unranked),LOW
35907811000001102,medication,RESPIRATORY_INHALERS,Beclometasone 100micrograms/dose breath actuated inhaler,,,ZERO (unranked),LOW
4378111000001103,medication,RESPIRATORY_INHALERS,Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler,,,ZERO (unranked),LOW
1023161000000104,observation,LAB_LH,Serum luteinising hormone level,,,ZERO (unranked),MEDIUM
1023171000000106,observation,LAB_LH,Plasma LH (luteinising hormone) level,,,ZERO (unranked),MEDIUM
148176006,observation,LAB_LH,Luteinising hormone and follicle stimulating hormone checked,,,ZERO (unranked),MEDIUM
1010521000000102,observation,LAB_OESTRADIOL,Serum oestradiol level,,,ZERO (unranked),LOW
1023231000000101,observation,LAB_OESTRADIOL,Plasma oestradiol level,,,ZERO (unranked),LOW
1822661000006105,observation,LAB_OESTRADIOL,Test request : Serum oestradiol level,,,ZERO (unranked),LOW
373622004,observation,LAB_OESTRADIOL,Basic oestrogen: 17-B-oestriol level,,,ZERO (unranked),LOW
177627006,observation,HRT,Insertion of oestradiol implant,,,ZERO (unranked),MEDIUM
1023211000000109,observation,LAB_PROLACTIN,Serum prolactin level,,,ZERO (unranked),LOW
131008004,observation,LAB_PROLACTIN,Increased prolactin level,,,ZERO (unranked),LOW
110051000006104,observation,LAB_PROLACTIN,Test request : Prolactin,,,ZERO (unranked),LOW
1023181000000108,observation,LAB_PROLACTIN,Plasma prolactin level,,,ZERO (unranked),LOW
1012121000000109,observation,LAB_PROLACTIN,Monomeric prolactin level,,,ZERO (unranked),LOW
1013581000000107,observation,LAB_PROLACTIN,Serum monomeric prolactin level,,,ZERO (unranked),LOW
997161000000108,observation,LAB_SEX_HORMONES_OTHER,Serum testosterone level,,,ZERO (unranked),MEDIUM
110151000006100,observation,LAB_SEX_HORMONES_OTHER,Test request : Testosterone,,,ZERO (unranked),MEDIUM
995571000000101,observation,LAB_SEX_HORMONES_OTHER,Plasma testosterone level,,,ZERO (unranked),MEDIUM
997151000000105,observation,LAB_SEX_HORMONES_OTHER,Serum progesterone level,,,ZERO (unranked),MEDIUM
110041000006101,observation,LAB_SEX_HORMONES_OTHER,Test request : Progesterone,,,ZERO (unranked),MEDIUM
999661000000105,observation,LAB_SEX_HORMONES_OTHER,Serum sex hormone binding globulin level,,,ZERO (unranked),MEDIUM
1757101000006104,observation,LAB_SEX_HORMONES_OTHER,Test request : Serum sex hormone binding globulin level,,,ZERO (unranked),MEDIUM
997171000000101,observation,LAB_SEX_HORMONES_OTHER,Serum dehydroepiandrosterone level,,,ZERO (unranked),MEDIUM
1011671000000105,observation,LAB_SEX_HORMONES_OTHER,Dehydroepiandrosterone sulphate level,,,ZERO (unranked),MEDIUM
1023251000000108,observation,LAB_SEX_HORMONES_OTHER,Serum androstenedione level,,,ZERO (unranked),MEDIUM
1006391000000109,observation,LAB_SEX_HORMONES_OTHER,Anti-Mullerian hormone level,,,ZERO (unranked),MEDIUM
997351000000107,observation,LAB_SEX_HORMONES_OTHER,Serum insulin-like growth factor 1 level,,,ZERO (unranked),MEDIUM
