lookback,split,n,n_pos,prevalence,threshold,auroc,auroc_lo,auroc_hi,auprc,auprc_lo,auprc_hi,sensitivity,sensitivity_lo,sensitivity_hi,specificity,specificity_lo,specificity_hi,ppv,ppv_lo,ppv_hi,npv,npv_lo,npv_hi
5yr,heldout,52000,2000,0.0385,0.4214,0.7975,0.7894,0.8059,0.1288,0.1197,0.1393,0.9385,0.9275,0.949,0.471,0.4668,0.4757,0.0663,0.0654,0.0671,0.9948,0.9939,0.9957
